surface,endpoint,file,line,snippet
internal,/api/replay/matches,dashboard/routes_coach.py,385,"(equals(""/api/replay/matches""),   _serve_replay_matches),"
internal,/api/replay/match/,dashboard/routes_coach.py,386,"(prefix(""/api/replay/match/""),    _serve_replay_match),"
internal,/api/recommend-champ,dashboard/routes_coach.py,387,"(equals(""/api/recommend-champ""),  _serve_recommend_champ),"
internal,/api/logs,dashboard/routes_coach.py,388,"(equals(""/api/logs""),             _serve_logs),"
internal,/api/replay-coach,dashboard/routes_coach.py,392,"(equals(""/api/replay-coach""),        _serve_replay_coach_post),"
internal,/api/speak,dashboard/routes_coach.py,393,"(equals(""/api/speak""),               _serve_speak_post),"
internal,/api/champ-select-coach,dashboard/routes_coach.py,394,"(equals(""/api/champ-select-coach""),  _serve_champ_select_coach_post),"
internal,/api/coach/toggle,dashboard/routes_coach.py,395,"(equals(""/api/coach/toggle""),        _serve_coach_toggle_post),"
internal,/api/experimental/get,dashboard/routes_coach.py,396,"(equals(""/api/experimental/get""),    _serve_experimental_get_post),"
internal,/api/experimental/adapt,dashboard/routes_coach.py,397,"(equals(""/api/experimental/adapt""),  _serve_experimental_adapt_post),"
internal,/api/experimental/mark,dashboard/routes_coach.py,398,"(equals(""/api/experimental/mark""),   _serve_experimental_mark_post),"
internal,/api/aram-analyze,dashboard/routes_coach.py,399,"(equals(""/api/aram-analyze""),        _serve_aram_analyze_post),"
internal,/api/dev/vision-status,dashboard/routes_dev.py,130,"(equals(""/api/dev/vision-status""), _serve_vision_status),"
liveclient,/liveclientdata/allgamedata,dashboard/routes_diag.py,190,"with _ur.urlopen(""https://192.168.8.237:2999/liveclientdata/allgamedata"","
internal,/api/decisions/,dashboard/routes_diag.py,267,"decision_id = h.path[len(""/api/decisions/""):].split(""?"", 1)[0]"
internal,/api/vision-state,dashboard/routes_diag.py,290,"(equals(""/api/vision-state""),    _serve_vision_state),"
internal,/api/decisions,dashboard/routes_diag.py,291,"(equals(""/api/decisions""),       _serve_decisions),"
internal,/api/decisions/log,dashboard/routes_diag.py,292,"(equals(""/api/decisions/log""),   _serve_decisions_log),"
internal,/api/diagnostics,dashboard/routes_diag.py,293,"(equals(""/api/diagnostics""),     _serve_diagnostics),"
internal,/api/reload-regions,dashboard/routes_diag.py,294,"(equals(""/api/reload-regions""),  _serve_reload_regions),"
internal,/api/ocr,dashboard/routes_diag.py,295,"(equals(""/api/ocr""),             _serve_ocr),"
internal,/api/validate-ocr,dashboard/routes_diag.py,296,"(equals(""/api/validate-ocr""),    _serve_validate_ocr),"
internal,/api/ocr-crop,dashboard/routes_diag.py,297,"(prefix(""/api/ocr-crop""),        _serve_ocr_crop),"
internal,/api/decisions/,dashboard/routes_diag.py,301,"# `startswith(""/api/decisions/"")`. The trailing slash is required so"
internal,/api/decisions/,dashboard/routes_diag.py,304,"(prefix(""/api/decisions/""),      _serve_decision_choice_post),"
internal,/api/health/peer/,dashboard/routes_health_peer.py,104,"base = ""/api/health/peer/"""
internal,/api/health/peer,dashboard/routes_health_peer.py,304,"(equals(""/api/health/peer""),    _serve_get_peer_index),"
internal,/api/health/peer/,dashboard/routes_health_peer.py,306,"(prefix(""/api/health/peer/""),   _serve_get_peer_one),"
internal,/api/health/peer/,dashboard/routes_health_peer.py,314,"(prefix(""/api/health/peer/""),   _serve_post_peer),"
internal,/api/session/summary,dashboard/routes_history.py,79,"(equals(""/api/session/summary""),  _serve_session_summary),"
internal,/api/history,dashboard/routes_history.py,80,"(prefix(""/api/history""),          _serve_history),"
internal,/api/loadouts/all,dashboard/routes_history.py,81,"(prefix(""/api/loadouts/all""),     _serve_loadouts_all),"
internal,/api/home/summary,dashboard/routes_history.py,82,"(equals(""/api/home/summary""),     _serve_home_summary),"
internal,/api/loadout/list,dashboard/routes_loadout.py,184,"# `startswith(""/api/loadout/list"")`. /api/loadout/apply must come"
internal,/api/lcu-cmd-result,dashboard/routes_loadout.py,189,"(prefix(""/api/lcu-cmd-result""), _serve_lcu_cmd_result_get),"
internal,/api/loadout/apply,dashboard/routes_loadout.py,193,"(equals(""/api/loadout/apply""),  _serve_loadout_apply_post),"
internal,/api/loadout/list,dashboard/routes_loadout.py,194,"(prefix(""/api/loadout/list""),   _serve_loadout_list_post),"
internal,/api/lcu-cmd,dashboard/routes_loadout.py,195,"(equals(""/api/lcu-cmd""),        _serve_lcu_cmd_post),"
internal,/api/sr-draft/profile,dashboard/routes_sr_draft.py,272,"(equals(""/api/sr-draft/profile""), _serve_sr_draft_profile_post),"
internal,/api/sr-draft/apply,dashboard/routes_sr_draft.py,273,"(equals(""/api/sr-draft/apply""),   _serve_sr_draft_apply_post),"
internal,/api/sr-draft/user-builds,dashboard/routes_sr_user_builds.py,122,"(equals(""/api/sr-draft/user-builds""), _serve_user_builds_get),"
internal,/api/sr-draft/user-builds,dashboard/routes_sr_user_builds.py,126,"(equals(""/api/sr-draft/user-builds""), _serve_user_builds_post),"
internal,/api/sim-state,dashboard/routes_state.py,450,"# Order: prefix(""/api/sim-state"") sits before equals matchers that"
internal,/api/state,dashboard/routes_state.py,455,"(equals(""/api/state""),         _serve_state),"
internal,/api/state-stream,dashboard/routes_state.py,456,"(equals(""/api/state-stream""),  _serve_state_stream),"
internal,/api/sim-state,dashboard/routes_state.py,457,"(prefix(""/api/sim-state""),     _serve_sim_state),"
internal,/api/health,dashboard/routes_state.py,458,"(equals(""/api/health""),        _serve_health),"
internal,/api/health/all,dashboard/routes_state.py,459,"(equals(""/api/health/all""),    _serve_health_all),"
internal,/api/ui-version,dashboard/routes_state.py,460,"(prefix(""/api/ui-version""),    _serve_ui_version),"
internal,/api/asset-stamp,dashboard/routes_state.py,461,"(equals(""/api/asset-stamp""),   _serve_asset_stamp),"
internal,/api/input,dashboard/routes_state.py,465,"(equals(""/api/input""),          _serve_input_post),"
internal,/api/command,dashboard/routes_state.py,466,"(equals(""/api/command""),        _serve_command_post),"
internal,/api/console-error,dashboard/routes_state.py,467,"(equals(""/api/console-error""),  _serve_console_error_post),"
internal,/api/analyze,dashboard/routes_state.py,468,"(equals(""/api/analyze""),        _serve_analyze_post),"
internal,/api/ds-preview,dashboard/routes_state.py,469,"(equals(""/api/ds-preview""),     _serve_ds_preview_post),"
internal,/api/team-context,dashboard/routes_team_context.py,454,"(equals(""/api/team-context""),         _serve_get),"
internal,/api/team-context/refresh,dashboard/routes_team_context.py,458,"(equals(""/api/team-context/refresh""), _serve_refresh_post),"
internal,/api/input,dashboard/_dispatch.py,136,"""/api/input"":                   InputRequest,"
internal,/api/command,dashboard/_dispatch.py,137,"""/api/command"":                 CommandRequest,"
internal,/api/ds-preview,dashboard/_dispatch.py,138,"""/api/ds-preview"":              DsPreviewRequest,"
internal,/api/bridge/inbox,dashboard/_dispatch.py,139,"""/api/bridge/inbox"":            BridgeInboxRequest,"
internal,/api/speak,dashboard/_dispatch.py,140,"""/api/speak"":                   SpeakRequest,"
internal,/api/team-context/refresh,dashboard/_dispatch.py,141,"""/api/team-context/refresh"":    TeamContextRefreshRequest,"
internal,/api/activity,dashboard/_handler.py,47,"""/api/activity"","
internal,/api/adaptation,dashboard/_handler.py,48,"""/api/adaptation"","
internal,/api/advisories,dashboard/_handler.py,49,"""/api/advisories"","
internal,/api/day-of-week,dashboard/_handler.py,50,"""/api/day-of-week"","
internal,/api/digest,dashboard/_handler.py,51,"""/api/digest"","
internal,/api/duration,dashboard/_handler.py,52,"""/api/duration"","
internal,/api/env,dashboard/_handler.py,53,"""/api/env"","
internal,/api/insight-card,dashboard/_handler.py,54,"""/api/insight-card"","
internal,/api/locked-champion,dashboard/_handler.py,55,"""/api/locked-champion"","
internal,/api/minimap-crop,dashboard/_handler.py,56,"""/api/minimap-crop"","
internal,/api/queue,dashboard/_handler.py,57,"""/api/queue"","
internal,/api/session,dashboard/_handler.py,58,"""/api/session"","
internal,/api/session-games,dashboard/_handler.py,59,"""/api/session-games"","
internal,/api/sim,dashboard/_handler.py,60,"""/api/sim"",           # matches /api/sim, /api/sim/<name>, /api/sim/_manifest"
internal,/api/task,dashboard/_handler.py,61,"""/api/task"",          # /api/task/<id>"
internal,/api/time-of-day,dashboard/_handler.py,62,"""/api/time-of-day"","
internal,/api/trending,dashboard/_handler.py,63,"""/api/trending"","
lcu,/lol-matchmaking/v1/ready-check/auto-accept,docs/history_notes.md,155,- `lobby.local_member.auto_accept` (LCU `/lol-matchmaking/v1/ready-check/auto-accept`)
lcu,/lol-matchmaking/v1,docs/history_notes.md,155,- `lobby.local_member.auto_accept` (LCU `/lol-matchmaking/v1/ready-check/auto-accept`)
lcu,/lol-chat/v1/friends,docs/history_notes.md,157,"- `top8` enrichment (online status from `/lol-chat/v1/friends`, games count + role from rewind_history.db) — Phase A reads operator-curated localStorage list"
lcu,/lol-chat/v1,docs/history_notes.md,157,"- `top8` enrichment (online status from `/lol-chat/v1/friends`, games count + role from rewind_history.db) — Phase A reads operator-curated localStorage list"
lcu,/lol-gameflow/v1/session.gameData.queue.id,docs/history_notes.md,204,- **s154 (`3a3bf58`)** — queue_id fallback to `/lol-gameflow/v1/session.gameData.queue.id` when the CS-session endpoint omits `gameData` during BAN_PICK. Withou
lcu,/lol-gameflow/v1,docs/history_notes.md,204,- **s154 (`3a3bf58`)** — queue_id fallback to `/lol-gameflow/v1/session.gameData.queue.id` when the CS-session endpoint omits `gameData` during BAN_PICK. Withou
internal,/api/activity,docs io RC peer/RC_FILE_BUNDLE_FOR_ATX.md,605,"""/api/activity"","
internal,/api/adaptation,docs io RC peer/RC_FILE_BUNDLE_FOR_ATX.md,606,"""/api/adaptation"","
internal,/api/advisories,docs io RC peer/RC_FILE_BUNDLE_FOR_ATX.md,607,"""/api/advisories"","
internal,/api/day-of-week,docs io RC peer/RC_FILE_BUNDLE_FOR_ATX.md,608,"""/api/day-of-week"","
internal,/api/digest,docs io RC peer/RC_FILE_BUNDLE_FOR_ATX.md,609,"""/api/digest"","
internal,/api/duration,docs io RC peer/RC_FILE_BUNDLE_FOR_ATX.md,610,"""/api/duration"","
internal,/api/env,docs io RC peer/RC_FILE_BUNDLE_FOR_ATX.md,611,"""/api/env"","
internal,/api/insight-card,docs io RC peer/RC_FILE_BUNDLE_FOR_ATX.md,612,"""/api/insight-card"","
internal,/api/locked-champion,docs io RC peer/RC_FILE_BUNDLE_FOR_ATX.md,613,"""/api/locked-champion"","
internal,/api/minimap-crop,docs io RC peer/RC_FILE_BUNDLE_FOR_ATX.md,614,"""/api/minimap-crop"","
internal,/api/queue,docs io RC peer/RC_FILE_BUNDLE_FOR_ATX.md,615,"""/api/queue"","
internal,/api/session,docs io RC peer/RC_FILE_BUNDLE_FOR_ATX.md,616,"""/api/session"","
internal,/api/session-games,docs io RC peer/RC_FILE_BUNDLE_FOR_ATX.md,617,"""/api/session-games"","
internal,/api/sim,docs io RC peer/RC_FILE_BUNDLE_FOR_ATX.md,618,"""/api/sim"",           # matches /api/sim, /api/sim/<name>, /api/sim/_manifest"
internal,/api/task,docs io RC peer/RC_FILE_BUNDLE_FOR_ATX.md,619,"""/api/task"",          # /api/task/<id>"
internal,/api/time-of-day,docs io RC peer/RC_FILE_BUNDLE_FOR_ATX.md,620,"""/api/time-of-day"","
internal,/api/trending,docs io RC peer/RC_FILE_BUNDLE_FOR_ATX.md,621,"""/api/trending"","
internal,/api/state,docs io RC peer/RC_FILE_BUNDLE_FOR_ATX.md,1135,"(equals(""/api/state""),         _serve_state),"
internal,/api/state-stream,docs io RC peer/RC_FILE_BUNDLE_FOR_ATX.md,1136,"(equals(""/api/state-stream""),  _serve_state_stream),"
internal,/api/health,docs io RC peer/RC_FILE_BUNDLE_FOR_ATX.md,1137,"(equals(""/api/health""),        lambda h: h._send(200, json.dumps(read_json(""ops/runtime/health.json"")).encode(), ""application/json"")),"
internal,/api/health/all,docs io RC peer/RC_FILE_BUNDLE_FOR_ATX.md,1138,"(equals(""/api/health/all""),    _serve_health_all),"
lcu,/lol-champ-select/v1/session,game_reader/poller.py,235,"session = self._lcu_get(""/lol-champ-select/v1/session"")"
lcu,/lol-champ-select/v1,game_reader/poller.py,235,"session = self._lcu_get(""/lol-champ-select/v1/session"")"
lcu,/lol-matchmaking/v1/ready-check/accept,lcu/lcu_client.py,186,"return self._request(""POST"", ""/lol-matchmaking/v1/ready-check/accept"")"
lcu,/lol-matchmaking/v1,lcu/lcu_client.py,186,"return self._request(""POST"", ""/lol-matchmaking/v1/ready-check/accept"")"
lcu,/lol-matchmaking/v1/ready-check,lcu/lcu_client.py,192,"return self._request(""GET"", ""/lol-matchmaking/v1/ready-check"")"
lcu,/lol-matchmaking/v1,lcu/lcu_client.py,192,"return self._request(""GET"", ""/lol-matchmaking/v1/ready-check"")"
lcu,/lol-champ-select/v1/session,lcu/lcu_client.py,450,"return self._request(""GET"", ""/lol-champ-select/v1/session"")"
lcu,/lol-champ-select/v1,lcu/lcu_client.py,450,"return self._request(""GET"", ""/lol-champ-select/v1/session"")"
lcu,/lol-champ-select/v1/session/bench/swap/{champ_id},lcu/lcu_client.py,456,"return self._request(""POST"", f""/lol-champ-select/v1/session/bench/swap/{champ_id}"")"
lcu,/lol-champ-select/v1,lcu/lcu_client.py,456,"return self._request(""POST"", f""/lol-champ-select/v1/session/bench/swap/{champ_id}"")"
lcu,/lol-tft-team-planner/v1/team/import,lcu/lcu_client.py,478,"return self._request(""POST"", ""/lol-tft-team-planner/v1/team/import"", {""code"": code})"
lcu,/lol-tft-team-planner/v1,lcu/lcu_client.py,478,"return self._request(""POST"", ""/lol-tft-team-planner/v1/team/import"", {""code"": code})"
lcu,/lol-tft-team-planner/v1/team/local,lcu/lcu_client.py,484,"return self._request(""GET"", ""/lol-tft-team-planner/v1/team/local"")"
lcu,/lol-tft-team-planner/v1,lcu/lcu_client.py,484,"return self._request(""GET"", ""/lol-tft-team-planner/v1/team/local"")"
lcu,/lol-tft-team-planner/v1/team/local,lcu/lcu_client.py,490,"return self._request(""PUT"", ""/lol-tft-team-planner/v1/team/local"", {""champions"": champions})"
lcu,/lol-tft-team-planner/v1,lcu/lcu_client.py,490,"return self._request(""PUT"", ""/lol-tft-team-planner/v1/team/local"", {""champions"": champions})"
lcu,/lol-perks/v1/currentpage,lcu/lcu_client.py,502,GET /lol-perks/v1/currentpage
lcu,/lol-perks/v1,lcu/lcu_client.py,502,GET /lol-perks/v1/currentpage
lcu,/lol-perks/v1/currentpage,lcu/lcu_client.py,510,"return self._request(""GET"", ""/lol-perks/v1/currentpage"")"
lcu,/lol-perks/v1,lcu/lcu_client.py,510,"return self._request(""GET"", ""/lol-perks/v1/currentpage"")"
lcu,/lol-perks/v1/pages,lcu/lcu_client.py,518,GET /lol-perks/v1/pages
lcu,/lol-perks/v1,lcu/lcu_client.py,518,GET /lol-perks/v1/pages
lcu,/lol-perks/v1/pages,lcu/lcu_client.py,524,"result = self._request(""GET"", ""/lol-perks/v1/pages"")"
lcu,/lol-perks/v1,lcu/lcu_client.py,524,"result = self._request(""GET"", ""/lol-perks/v1/pages"")"
lcu,/lol-perks/v1/pages/{p,lcu/lcu_client.py,876,"self._request(""DELETE"", f""/lol-perks/v1/pages/{p['id']}"")"
lcu,/lol-perks/v1,lcu/lcu_client.py,876,"self._request(""DELETE"", f""/lol-perks/v1/pages/{p['id']}"")"
lcu,/lol-perks/v1/pages,lcu/lcu_client.py,900,"result = self._request(""POST"", ""/lol-perks/v1/pages"", payload)"
lcu,/lol-perks/v1,lcu/lcu_client.py,900,"result = self._request(""POST"", ""/lol-perks/v1/pages"", payload)"
lcu,/lol-perks/v1/currentpage,lcu/lcu_client.py,914,"self._request(""PUT"", ""/lol-perks/v1/currentpage"", {""id"": new_id})"
lcu,/lol-perks/v1,lcu/lcu_client.py,914,"self._request(""PUT"", ""/lol-perks/v1/currentpage"", {""id"": new_id})"
lcu,/lol-summoner/v1/current-summoner,lcu/lcu_postgame_collector.py,719,"summoner = self._lcu_get(""/lol-summoner/v1/current-summoner"")"
lcu,/lol-summoner/v1,lcu/lcu_postgame_collector.py,719,"summoner = self._lcu_get(""/lol-summoner/v1/current-summoner"")"
lcu,/lol-match-history/v1/products/lol/{puuid}/matches,lcu/lcu_postgame_collector.py,727,"hist = self._lcu_get(f""/lol-match-history/v1/products/lol/{puuid}/matches?begin=0&end=1"")"
lcu,/lol-match-history/v1,lcu/lcu_postgame_collector.py,727,"hist = self._lcu_get(f""/lol-match-history/v1/products/lol/{puuid}/matches?begin=0&end=1"")"
lcu,/lol-summoner/v1/current-summoner,lcu/lcu_postgame_collector.py,758,"summoner = self._lcu_get(""/lol-summoner/v1/current-summoner"")"
lcu,/lol-summoner/v1,lcu/lcu_postgame_collector.py,758,"summoner = self._lcu_get(""/lol-summoner/v1/current-summoner"")"
lcu,/lol-match-history/v1/products/lol/{puuid}/matches/{game_id}/timeline,lcu/lcu_postgame_collector.py,764,"timeline = self._lcu_get(f""/lol-match-history/v1/products/lol/{puuid}/matches/{game_id}/timeline"")"
lcu,/lol-match-history/v1,lcu/lcu_postgame_collector.py,764,"timeline = self._lcu_get(f""/lol-match-history/v1/products/lol/{puuid}/matches/{game_id}/timeline"")"
lcu,/lol-gameflow/v1/phase,lcu/lcu_postgame_collector.py,880,"result = self._lcu_get(""/lol-gameflow/v1/phase"")"
lcu,/lol-gameflow/v1,lcu/lcu_postgame_collector.py,880,"result = self._lcu_get(""/lol-gameflow/v1/phase"")"
lcu,/lol-end-of-game/v1/eog-stats-block,lcu/lcu_postgame_collector.py,888,"""/lol-end-of-game/v1/eog-stats-block"","
lcu,/lol-end-of-game/v1,lcu/lcu_postgame_collector.py,888,"""/lol-end-of-game/v1/eog-stats-block"","
lcu,/lol-end-of-game/v1/game-client-eog-stats-block,lcu/lcu_postgame_collector.py,889,"""/lol-end-of-game/v1/game-client-eog-stats-block"","
lcu,/lol-end-of-game/v1,lcu/lcu_postgame_collector.py,889,"""/lol-end-of-game/v1/game-client-eog-stats-block"","
lcu,/lol-end-of-game/v1/champion-mastery-updates,lcu/lcu_postgame_collector.py,890,"""/lol-end-of-game/v1/champion-mastery-updates"","
lcu,/lol-end-of-game/v1,lcu/lcu_postgame_collector.py,890,"""/lol-end-of-game/v1/champion-mastery-updates"","
lcu,/lol-champ-select/v1/session/actions/{id},lcu/lcu_pregame.py,170,PATCH /lol-champ-select/v1/session/actions/{id}
lcu,/lol-champ-select/v1,lcu/lcu_pregame.py,170,PATCH /lol-champ-select/v1/session/actions/{id}
lcu,/lol-champ-select/v1/session/actions/{action_id},lcu/lcu_pregame.py,175,"f""/lol-champ-select/v1/session/actions/{action_id}"","
lcu,/lol-champ-select/v1,lcu/lcu_pregame.py,175,"f""/lol-champ-select/v1/session/actions/{action_id}"","
lcu,/lol-champ-select/v1/session/bench/swap/{championId},lcu/lcu_pregame.py,192,POST /lol-champ-select/v1/session/bench/swap/{championId}
lcu,/lol-champ-select/v1,lcu/lcu_pregame.py,192,POST /lol-champ-select/v1/session/bench/swap/{championId}
lcu,/lol-champ-select/v1/session/bench/swap/{champion_id},lcu/lcu_pregame.py,196,"f""/lol-champ-select/v1/session/bench/swap/{champion_id}"","
lcu,/lol-champ-select/v1,lcu/lcu_pregame.py,196,"f""/lol-champ-select/v1/session/bench/swap/{champion_id}"","
lcu,/lol-champ-select/v1/session/my-selection,lcu/lcu_pregame.py,213,PATCH /lol-champ-select/v1/session/my-selection — but only when
lcu,/lol-champ-select/v1,lcu/lcu_pregame.py,213,PATCH /lol-champ-select/v1/session/my-selection — but only when
lcu,/lol-champ-select/v1/session/my-selection,lcu/lcu_pregame.py,244,"""/lol-champ-select/v1/session/my-selection"","
lcu,/lol-champ-select/v1,lcu/lcu_pregame.py,244,"""/lol-champ-select/v1/session/my-selection"","
lcu,/lol-gameflow/v1/phase,lcu/lcu_pregame.py,260,"result = self._request(""GET"", ""/lol-gameflow/v1/phase"")"
lcu,/lol-gameflow/v1,lcu/lcu_pregame.py,260,"result = self._request(""GET"", ""/lol-gameflow/v1/phase"")"
lcu,/lol-gameflow/v1/phase,lcu/lcu_pregame.py,269,"url = f""https://192.168.8.237:{self._port}/lol-gameflow/v1/phase"""
lcu,/lol-gameflow/v1,lcu/lcu_pregame.py,269,"url = f""https://192.168.8.237:{self._port}/lol-gameflow/v1/phase"""
lcu,/lol-lobby/v2/lobby,lcu/lcu_rune_writer.py,384,"lobby = self._lcu._request(""GET"", ""/lol-lobby/v2/lobby"")"
lcu,/lol-lobby/v2,lcu/lcu_rune_writer.py,384,"lobby = self._lcu._request(""GET"", ""/lol-lobby/v2/lobby"")"
lcu,/lol-perks/v1/pages/{page_id},lcu/lcu_rune_writer.py,495,"self._lcu._request(""DELETE"", f""/lol-perks/v1/pages/{page_id}"")"
lcu,/lol-perks/v1,lcu/lcu_rune_writer.py,495,"self._lcu._request(""DELETE"", f""/lol-perks/v1/pages/{page_id}"")"
lcu,/lol-perks/v1/pages,lcu/lcu_rune_writer.py,518,"result = self._lcu._request(""POST"", ""/lol-perks/v1/pages"", data=payload)"
lcu,/lol-perks/v1,lcu/lcu_rune_writer.py,518,"result = self._lcu._request(""POST"", ""/lol-perks/v1/pages"", data=payload)"
lcu,/lol-perks/v1/currentpage,lcu/lcu_rune_writer.py,522,"self._lcu._request(""PUT"", ""/lol-perks/v1/currentpage"","
lcu,/lol-perks/v1,lcu/lcu_rune_writer.py,522,"self._lcu._request(""PUT"", ""/lol-perks/v1/currentpage"","
lcu,/lol-tft-team-planner/v1/previous-context,scripts/discover_champion_codes.py,47,"s, b = lcu(""GET"", ""/lol-tft-team-planner/v1/previous-context"")"
